id,name,brand,category,description,price,original_price,stock_quantity,gender,season,color,sizes,features,rating,review_count,is_active,discount_rate
60.0,Asics Pro Spor 3.0,Asics,Spor Şort,"Asics Pro Spor 3.0, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: fermuarlı cep, dar kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",620.0,620.0,23,erkek,yazlık,Lacivert,"['L', 'M', 'S', 'XS', 'XXL']","['fermuarlı cep', 'dar kesim']",4,110.0,True,0.0
61.0,Under Armour Air Spor Max,Under Armour,Spor Şort,"Under Armour Air Spor Max, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, fermuarlı cep. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",570.0,780.0,124,unisex,yazlık,Siyah,"['M', 'S', 'XL', 'XS', 'XXL']","['esnek bel', 'fermuarlı cep']",4,212.0,True,26.92
62.0,Asics Comfort Spor Lite,Asics,Spor Ayakkabı,"Asics Comfort Spor Lite, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: ortopedik, terletmeyen, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3320.0,3320.0,195,erkek,yazlık,Gri,"['36', '37', '42', '43']","['ortopedik', 'terletmeyen', 'hafif', 'yüksek taban', 'nefes alan']",3,167.0,True,0.0
63.0,Reebok Speed Spor Lite,Reebok,Spor Tişört,"Reebok Speed Spor Lite, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: reflektif bant, hafif, UV korumalı. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",520.0,520.0,19,kadın,yazlık,Siyah,"['L', 'S', 'XL', 'XS', 'XXL']","['reflektif bant', 'hafif', 'UV korumalı']",4,294.0,True,0.0
64.0,Nike Pro Koşu V2,Nike,Koşu Ayakkabısı,"Nike Pro Koşu V2, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, geniş burun, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3150.0,3150.0,101,erkek,yazlık,Yeşil,"['36', '38', '39', '40', '41', '42']","['yüksek koşu verimi', 'geniş burun', 'hafif', 'yastıklı taban', 'karbon plaka']",4,381.0,True,0.0
65.0,Under Armour Pro Spor Lite,Under Armour,Spor Tişört,"Under Armour Pro Spor Lite, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, nem emici, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",660.0,660.0,167,erkek,4 mevsim,Lacivert,"['L', 'M', 'S', 'XL', 'XS', 'XXL']","['hızlı kuruyan', 'nem emici', 'hafif']",3,487.0,True,0.0
66.0,Skechers Profesyonel Spor Plus,Skechers,Spor Tişört,"Skechers Profesyonel Spor Plus, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: antimikrobiyal, UV korumalı, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",530.0,760.0,19,kadın,yazlık,Turuncu,"['L', 'S', 'XL', 'XXL']","['antimikrobiyal', 'UV korumalı', 'hafif', 'nem emici', 'hızlı kuruyan']",4,500.0,True,30.26
67.0,Skechers Air Spor Max,Skechers,Spor Ayakkabı,"Skechers Air Spor Max, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: kaymaz taban, ortopedik, yüksek taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1740.0,1740.0,87,erkek,4 mevsim,Siyah,"['36', '37', '38', '39', '40', '41', '42', '43']","['kaymaz taban', 'ortopedik', 'yüksek taban']",5,43.0,True,0.0
68.0,Asics Elite Spor Plus,Asics,Spor Şort,"Asics Elite Spor Plus, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: dar kesim, geniş kesim, esnek bel. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",170.0,170.0,72,erkek,yazlık,Mavi,"['L', 'M', 'S', 'XL', 'XS', 'XXL']","['dar kesim', 'geniş kesim', 'esnek bel', 'hızlı kuruyan']",3,436.0,True,0.0
69.0,Reebok Ultra Spor Max,Reebok,Spor Şort,"Reebok Ultra Spor Max, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",670.0,670.0,189,unisex,yazlık,Mavi,"['L', 'M', 'S', 'XL', 'XS', 'XXL']","['hızlı kuruyan', 'geniş kesim']",5,467.0,True,0.0
70.0,New Balance Pro Spor Boost,New Balance,Spor Tişört,"New Balance Pro Spor Boost, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, hafif, antimikrobiyal. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",800.0,800.0,134,erkek,4 mevsim,Mor,"['L', 'M', 'S', 'XL', 'XS', 'XXL']","['hızlı kuruyan', 'hafif', 'antimikrobiyal', 'reflektif bant', 'nem emici']",3,172.0,True,0.0
74.0,Puma Air Koşu Lite,Puma,Koşu Ayakkabısı,"Puma Air Koşu Lite, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, amortisörlü, yastıklı taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2970.0,2970.0,135,erkek,4 mevsim,Lacivert,"['36', '37', '39', '40', '43', '45']","['nefes alan', 'amortisörlü', 'yastıklı taban', 'geniş burun', 'yüksek koşu verimi']",3,397.0,True,0.0
75.0,Adidas Profesyonel Koşu Boost,Adidas,Koşu Ayakkabısı,"Adidas Profesyonel Koşu Boost, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, yüksek koşu verimi, yastıklı taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",510.0,510.0,146,kadın,yazlık,Yeşil,"['36', '37', '38', '40', '41', '42', '43', '44', '45']","['amortisörlü', 'yüksek koşu verimi', 'yastıklı taban', 'karbon plaka', 'hafif']",3,340.0,True,0.0
76.0,Reebok Pro Spor 3.0,Reebok,Spor Ayakkabı,"Reebok Pro Spor 3.0, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: kaymaz taban, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2640.0,2640.0,197,kadın,yazlık,Kırmızı,"['36', '37', '38', '40', '41', '45']","['kaymaz taban', 'nefes alan']",4,387.0,True,0.0
77.0,Skechers Comfort Koşu V2,Skechers,Koşu Ayakkabısı,"Skechers Comfort Koşu V2, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yastıklı taban, geniş burun, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",700.0,780.0,79,kadın,yazlık,Kırmızı,"['36', '37', '38', '40', '41', '42', '43', '44']","['yastıklı taban', 'geniş burun', 'nefes alan']",4,417.0,True,10.26
78.0,Under Armour Pro Spor X,Under Armour,Spor Ayakkabı,"Under Armour Pro Spor X, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, yüksek taban, kaymaz taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1890.0,1890.0,132,kadın,kışlık,Lacivert,"['36', '37', '38', '40', '41', '42', '43', '44', '45']","['nefes alan', 'yüksek taban', 'kaymaz taban', 'amortisörlü']",3,42.0,True,0.0
79.0,Under Armour Comfort Spor 3.0,Under Armour,Spor Ayakkabı,"Under Armour Comfort Spor 3.0, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, ortopedik, kaymaz taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1420.0,2060.0,90,unisex,yazlık,Turuncu,"['36', '37', '38', '40', '42', '44']","['amortisörlü', 'ortopedik', 'kaymaz taban', 'yüksek taban']",4,222.0,True,31.07
80.0,Puma Air Spor Max,Puma,Spor Ayakkabı,"Puma Air Spor Max, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: terletmeyen, hafif, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",400.0,510.0,94,kadın,kışlık,Sarı,"['38', '39', '41', '45']","['terletmeyen', 'hafif', 'amortisörlü', 'nefes alan', 'su geçirmez']",3,390.0,True,21.57
81.0,Asics Ultra Spor X,Asics,Spor Şort,"Asics Ultra Spor X, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: dar kesim, fermuarlı cep. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",740.0,1040.0,180,unisex,yazlık,Yeşil,"['L', 'M', 'S', 'XS', 'XXL']","['dar kesim', 'fermuarlı cep']",3,313.0,True,28.85
82.0,Skechers Ultra Spor Lite,Skechers,Spor Ayakkabı,"Skechers Ultra Spor Lite, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, nefes alan, kaymaz taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2030.0,2030.0,40,erkek,4 mevsim,Mor,"['36', '37', '38', '39', '40', '41', '42', '43', '44']","['hafif', 'nefes alan', 'kaymaz taban', 'su geçirmez', 'ortopedik']",4,474.0,True,0.0
83.0,Columbia Speed Spor 3.0,Columbia,Spor Şort,"Columbia Speed Spor 3.0, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş kesim, fermuarlı cep, esnek bel. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",470.0,470.0,147,unisex,yazlık,Turuncu,"['L', 'M', 'S', 'XS', 'XXL']","['geniş kesim', 'fermuarlı cep', 'esnek bel', 'hafif', 'dar kesim']",3,497.0,True,0.0
84.0,Columbia Comfort Spor Max,Columbia,Spor Tişört,"Columbia Comfort Spor Max, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, hızlı kuruyan, elastik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",280.0,340.0,181,erkek,yazlık,Mor,"['L', 'M', 'S', 'XL', 'XS', 'XXL']","['hafif', 'hızlı kuruyan', 'elastik']",3,485.0,True,17.65
85.0,Salomon Speed Spor X,Salomon,Spor Şort,"Salomon Speed Spor X, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş kesim, dar kesim, fermuarlı cep. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",600.0,600.0,144,unisex,yazlık,Sarı,"['L', 'M', 'XS', 'XXL']","['geniş kesim', 'dar kesim', 'fermuarlı cep']",3,442.0,True,0.0
86.0,Salomon Elite Spor Max,Salomon,Spor Tişört,"Salomon Elite Spor Max, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: elastik, antimikrobiyal. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",560.0,560.0,175,unisex,4 mevsim,Gri,"['L', 'S', 'XS', 'XXL']","['elastik', 'antimikrobiyal']",3,232.0,True,0.0
87.0,Skechers Elite Koşu V2,Skechers,Koşu Ayakkabısı,"Skechers Elite Koşu V2, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, karbon plaka, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3920.0,3920.0,27,kadın,4 mevsim,Lacivert,"['37', '39', '40', '43']","['amortisörlü', 'karbon plaka', 'hafif', 'yüksek koşu verimi']",3,238.0,True,0.0
88.0,Nike Pro Spor Plus,Nike,Spor Ayakkabı,"Nike Pro Spor Plus, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, nefes alan, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3490.0,3490.0,78,erkek,yazlık,Turuncu,"['36', '37', '38', '39', '40', '43', '44']","['yüksek taban', 'nefes alan', 'hafif', 'su geçirmez', 'ortopedik']",4,46.0,True,0.0
89.0,Asics Elite Spor Max,Asics,Spor Ayakkabı,"Asics Elite Spor Max, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: ortopedik, amortisörlü, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2740.0,2740.0,102,kadın,yazlık,Mavi,"['36', '39', '40', '41', '44']","['ortopedik', 'amortisörlü', 'terletmeyen', 'kaymaz taban', 'yüksek taban']",3,287.0,True,0.0
90.0,Columbia Pro Koşu Boost,Columbia,Koşu Ayakkabısı,"Columbia Pro Koşu Boost, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: karbon plaka, yastıklı taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3010.0,3010.0,36,kadın,4 mevsim,Mavi,"['36', '37', '38', '39', '43', '44', '45']","['karbon plaka', 'yastıklı taban']",3,260.0,True,0.0
91.0,Puma Speed Koşu Max,Puma,Koşu Ayakkabısı,"Puma Speed Koşu Max, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, amortisörlü, yüksek koşu verimi. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3830.0,4730.0,130,kadın,yazlık,Sarı,"['36', '38', '39', '40', '41', '42', '43', '44']","['hafif', 'amortisörlü', 'yüksek koşu verimi']",4,362.0,True,19.03
92.0,Nike Speed Spor Plus,Nike,Spor Şort,"Nike Speed Spor Plus, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: dar kesim, geniş kesim, fermuarlı cep. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",220.0,220.0,158,unisex,yazlık,Turuncu,"['M', 'S', 'XS', 'XXL']","['dar kesim', 'geniş kesim', 'fermuarlı cep', 'hızlı kuruyan']",4,194.0,True,0.0
93.0,New Balance Profesyonel Spor Plus,New Balance,Spor Ayakkabı,"New Balance Profesyonel Spor Plus, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, hafif, yüksek taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3240.0,3240.0,188,unisex,kışlık,Sarı,"['39', '41', '43', '44', '45']","['nefes alan', 'hafif', 'yüksek taban', 'amortisörlü']",4,361.0,True,0.0
94.0,Under Armour Ultra Koşu Plus,Under Armour,Koşu Ayakkabısı,"Under Armour Ultra Koşu Plus, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, hafif, geniş burun. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3010.0,4480.0,76,erkek,yazlık,Gri,"['38', '40', '41', '43', '45']","['amortisörlü', 'hafif', 'geniş burun', 'nefes alan']",4,360.0,True,32.81
95.0,Asics Profesyonel Spor Max,Asics,Spor Şort,"Asics Profesyonel Spor Max, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, hızlı kuruyan, fermuarlı cep. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",340.0,340.0,65,unisex,yazlık,Beyaz,"['M', 'XL', 'XS', 'XXL']","['hafif', 'hızlı kuruyan', 'fermuarlı cep', 'dar kesim', 'esnek bel']",4,109.0,True,0.0
96.0,Salomon Comfort Spor Max,Salomon,Spor Ayakkabı,"Salomon Comfort Spor Max, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, terletmeyen, kaymaz taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",470.0,470.0,183,erkek,4 mevsim,Kırmızı,"['36', '37', '38', '39', '40', '41', '42', '43', '44', '45']","['yüksek taban', 'terletmeyen', 'kaymaz taban']",3,348.0,True,0.0
97.0,Asics Comfort Spor X,Asics,Spor Şort,"Asics Comfort Spor X, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: dar kesim, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",740.0,1080.0,45,unisex,yazlık,Siyah,"['L', 'M', 'S', 'XS', 'XXL']","['dar kesim', 'geniş kesim']",4,18.0,True,31.48
99.0,Reebok Speed Koşu 3.0,Reebok,Koşu Ayakkabısı,"Reebok Speed Koşu 3.0, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, geniş burun. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2650.0,2650.0,1,erkek,yazlık,Lacivert,"['36', '40', '41', '42', '43', '44', '45']","['nefes alan', 'geniş burun']",3,120.0,True,0.0
100.0,Under Armour Comfort Spor V2,Under Armour,Spor Şort,"Under Armour Comfort Spor V2, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: dar kesim, esnek bel. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",380.0,380.0,180,kadın,yazlık,Lacivert,"['L', 'M', 'XL', 'XXL']","['dar kesim', 'esnek bel']",4,353.0,True,0.0
101.0,New Balance Ultra Spor Plus,New Balance,Spor Tişört,"New Balance Ultra Spor Plus, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: elastik, antimikrobiyal, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",920.0,920.0,170,kadın,4 mevsim,Mor,"['M', 'XL', 'XS', 'XXL']","['elastik', 'antimikrobiyal', 'reflektif bant']",4,390.0,True,0.0
102.0,Columbia Comfort Koşu 3.0,Columbia,Koşu Ayakkabısı,"Columbia Comfort Koşu 3.0, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, yastıklı taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1410.0,1410.0,42,unisex,yazlık,Mor,"['36', '37', '39', '40', '42', '43', '44']","['amortisörlü', 'yastıklı taban']",3,266.0,True,0.0
103.0,Puma Speed Koşu Plus,Puma,Koşu Ayakkabısı,"Puma Speed Koşu Plus, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, yastıklı taban, yüksek koşu verimi. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2280.0,2280.0,190,unisex,4 mevsim,Siyah,"['37', '40', '41', '42']","['amortisörlü', 'yastıklı taban', 'yüksek koşu verimi', 'nefes alan', 'hafif']",3,37.0,True,0.0
104.0,Adidas Elite Spor X,Adidas,Spor Ayakkabı,"Adidas Elite Spor X, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, hafif, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3080.0,3080.0,96,kadın,kışlık,Turuncu,"['36', '37', '38', '39', '40', '41', '42', '44', '45']","['nefes alan', 'hafif', 'amortisörlü', 'yüksek taban']",3,493.0,True,0.0
105.0,Nike Air Spor X,Nike,Spor Tişört,"Nike Air Spor X, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: elastik, antimikrobiyal, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",540.0,630.0,185,erkek,4 mevsim,Kırmızı,"['L', 'M', 'S', 'XL', 'XS', 'XXL']","['elastik', 'antimikrobiyal', 'reflektif bant', 'hafif']",4,16.0,True,14.29
106.0,Salomon Profesyonel Spor Plus,Salomon,Spor Ayakkabı,"Salomon Profesyonel Spor Plus, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, kaymaz taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1050.0,1520.0,14,kadın,yazlık,Turuncu,"['37', '38', '41', '44', '45']","['yüksek taban', 'kaymaz taban']",3,148.0,True,30.92
107.0,Columbia Ultra Spor Plus,Columbia,Spor Tişört,"Columbia Ultra Spor Plus, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, nem emici, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",190.0,190.0,164,unisex,4 mevsim,Turuncu,"['L', 'M', 'S', 'XL', 'XS', 'XXL']","['UV korumalı', 'nem emici', 'reflektif bant', 'hızlı kuruyan']",4,402.0,True,0.0
108.0,Columbia Elite Spor V2,Columbia,Spor Tişört,"Columbia Elite Spor V2, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, antimikrobiyal, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",500.0,500.0,135,erkek,4 mevsim,Mor,"['M', 'S', 'XL', 'XS', 'XXL']","['UV korumalı', 'antimikrobiyal', 'hızlı kuruyan']",3,124.0,True,0.0
109.0,Columbia Comfort Spor Boost,Columbia,Spor Ayakkabı,"Columbia Comfort Spor Boost, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: terletmeyen, su geçirmez, yüksek taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",430.0,610.0,150,unisex,4 mevsim,Sarı,"['36', '38', '39', '41', '43']","['terletmeyen', 'su geçirmez', 'yüksek taban']",4,286.0,True,29.51
110.0,New Balance Comfort Spor X,New Balance,Spor Tişört,"New Balance Comfort Spor X, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, antimikrobiyal, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",810.0,810.0,136,unisex,yazlık,Mavi,"['L', 'M', 'S', 'XL', 'XS']","['hızlı kuruyan', 'antimikrobiyal', 'reflektif bant', 'hafif', 'elastik']",4,157.0,True,0.0
111.0,Under Armour Ultra Koşu 3.0,Under Armour,Koşu Ayakkabısı,"Under Armour Ultra Koşu 3.0, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, yastıklı taban, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2990.0,2990.0,184,erkek,yazlık,Gri,"['37', '39', '40', '41', '42']","['nefes alan', 'yastıklı taban', 'amortisörlü', 'karbon plaka']",3,78.0,True,0.0
112.0,Columbia Comfort Koşu Lite,Columbia,Koşu Ayakkabısı,"Columbia Comfort Koşu Lite, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, nefes alan, geniş burun. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1260.0,1260.0,125,unisex,yazlık,Mavi,"['36', '37', '40', '41', '42', '43', '44', '45']","['hafif', 'nefes alan', 'geniş burun', 'amortisörlü']",3,455.0,True,0.0
113.0,New Balance Profesyonel Spor Lite,New Balance,Spor Tişört,"New Balance Profesyonel Spor Lite, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nem emici, hızlı kuruyan, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",670.0,670.0,157,kadın,4 mevsim,Siyah,"['L', 'M', 'XL', 'XS', 'XXL']","['nem emici', 'hızlı kuruyan', 'reflektif bant']",4,337.0,True,0.0
114.0,Columbia Pro Spor X,Columbia,Spor Şort,"Columbia Pro Spor X, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: fermuarlı cep, esnek bel, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",470.0,470.0,68,erkek,yazlık,Sarı,"['L', 'M', 'S', 'XS', 'XXL']","['fermuarlı cep', 'esnek bel', 'geniş kesim', 'hızlı kuruyan', 'hafif']",4,40.0,True,0.0
116.0,New Balance Air Spor Lite,New Balance,Spor Tişört,"New Balance Air Spor Lite, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, nem emici, antimikrobiyal. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",160.0,190.0,182,erkek,yazlık,Mavi,"['M', 'S', 'XL', 'XXL']","['UV korumalı', 'nem emici', 'antimikrobiyal', 'hafif', 'elastik']",4,475.0,True,15.79
117.0,Columbia Pro Koşu Plus,Columbia,Koşu Ayakkabısı,"Columbia Pro Koşu Plus, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, geniş burun, yastıklı taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2470.0,2470.0,87,erkek,4 mevsim,Beyaz,"['36', '38', '39', '40', '41', '42', '43', '44']","['yüksek koşu verimi', 'geniş burun', 'yastıklı taban']",4,314.0,True,0.0
118.0,Columbia Elite Spor Plus,Columbia,Spor Şort,"Columbia Elite Spor Plus, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: dar kesim, geniş kesim, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",660.0,660.0,21,unisex,yazlık,Gri,"['L', 'M', 'S', 'XL', 'XS', 'XXL']","['dar kesim', 'geniş kesim', 'hafif']",3,194.0,True,0.0
